Observation_ID,Date,Year,Time,Behavior,Sender_ID,Sender_plumage_category,Sender_sex,Sender_age,Sender_age_exact,Receiver_ID,Receiver_sex,Receiver_age,Receiver_age_exact,Social_mate,Prev_breeding_group
OPP361,2016-08-23,2016,7H 54M 0S,Chasing,DB4,Unornamented,F,2,exact,JC0,F,2,exact,0,0
OPP362,2016-08-23,2016,8H 43M 0S,Chasing,FB7,Unornamented,M,1,exact,AA0,M,1,exact,0,NA
OPP363,2016-08-25,2016,7H 25M 0S,Chasing,BJ4,Unornamented,M,2,exact,GF4,F,2,exact,0,0
OPP364,2016-08-26,2016,6H 33M 0S,Allopreening,FB7,Unornamented,M,1,exact,EI4,F,5,min,1,NA
OPP365,2016-08-26,2016,7H 34M 0S,Allopreening,DB4,Unornamented,F,2,exact,GD5,M,2,exact,1,1
OPP366,2016-08-28,2016,12H 15M 0S,Allopreening,BI9,Unornamented,F,3,min,FG3,M,1,exact,1,NA
OPP367,2016-08-28,2016,12H 21M 0S,Allopreening,IE4,Unornamented,F,1,exact,FG3,M,1,exact,0,NA
OPP368,2016-08-14,2016,11H 0M 0S,Courtship,IE6,Ornamented,M,3,exact,HD4,F,5,min,0,0
OPP369,2016-08-14,2016,11H 5M 0S,Chasing,IE6,Ornamented,M,3,exact,HD4,F,5,min,0,0
OPP370,2016-08-14,2016,11H 15M 0S,Courtship,IE6,Ornamented,M,3,exact,GD5,M,2,exact,0,0
OPP371,2016-08-14,2016,11H 15M 0S,Chasing,GD5,Unornamented,M,2,exact,DB4,F,2,exact,1,1
OPP372,2016-08-16,2016,12H 15M 0S,Allopreening,GG5,Unornamented,M,2,exact,HB2,F,2,exact,1,1
OPP373,2016-08-18,2016,11H 47M 0S,Allopreening,ED4,Ornamented,M,5,exact,CI5,F,6,exact,1,1
OPP374,2016-08-18,2016,11H 47M 0S,Allopreening,ED4,Ornamented,M,5,exact,DG4,M,3,min,0,0
OPP375,2016-08-18,2016,11H 47M 0S,Allopreening,CI5,Unornamented,F,6,exact,DG4,M,3,min,0,0
OPP376,2016-08-23,2016,6H 28M 0S,Courtship,IE6,Ornamented,M,3,exact,EB7,F,2,exact,0,0
OPP377,2016-08-23,2016,8H 32M 0S,Allopreening,HB1,Moulting,M,2,exact,DE6,F,5,min,0,1
OPP378,2016-08-23,2016,8H 56M 0S,Allopreening,BI2,Unornamented,M,2,exact,IE0,F,3,exact,1,NA
OPP379,2016-08-23,2016,NA,Courtship,CC3,Ornamented,M,3,min,GB1,F,3,exact,0,0
OPP380,2016-08-30,2016,6H 23M 0S,Allopreening,JC3,Ornamented,M,3,exact,DA1,F,3,exact,0,1
OPP381,2016-08-30,2016,8H 54M 0S,Allopreening,CF3,Unornamented,F,2,exact,HD0,M,2,exact,1,1
OPP382,2016-08-14,2016,11H 15M 0S,Courtship,IE6,Ornamented,M,3,exact,HD4,F,5,min,0,0
OPP383,2017-06-05,2017,11H 10M 0S,Allopreening,JC4,Unornamented,M,3,exact,HF2,F,2,min,NA,0
OPP384,2017-05-31,2017,10H 19M 0S,Courtship,HA9,Ornamented,M,3,exact,FC4,F,3,exact,0,0
OPP385,2017-06-05,2017,10H 55M 0S,Courtship,IB2,Ornamented,M,3,exact,EB2,F,4,exact,0,0
OPP386,2017-06-05,2017,10H 55M 0S,Courtship,BI2,Ornamented,M,3,exact,EB2,F,4,exact,0,0
OPP387,2017-06-09,2017,9H 0M 0S,Allopreening,DC9,Ornamented,M,3,exact,JH6,F,3,exact,0,1
OPP388,2017-06-12,2017,11H 43M 0S,Allopreening,IG1,Ornamented,M,2,exact,IB1,F,4,exact,0,1
OPP389,2017-06-12,2017,11H 43M 0S,Allopreening,IE6,Ornamented,M,4,exact,IG1,M,2,exact,0,1
OPP390,2017-06-12,2017,12H 10M 0S,Courtship,IE6,Ornamented,M,4,exact,JC1,M,2,min,0,0
OPP391,2017-06-12,2017,12H 10M 0S,Courtship,IE6,Ornamented,M,4,exact,GH9,F,2,min,0,0
OPP392,2017-06-12,2017,12H 10M 0S,Courtship,IA3,Ornamented,M,6,exact,JC1,M,2,min,0,0
OPP393,2017-06-12,2017,12H 10M 0S,Courtship,IA3,Ornamented,M,6,exact,GH9,F,2,min,0,0
OPP394,2017-06-15,2017,6H 47M 0S,Chasing,JG7,Ornamented,M,4,exact,HD0,M,3,exact,0,0
OPP395,2017-06-22,2017,7H 33M 0S,Allopreening,AJ8,Unornamented,M,1,exact,DD0,F,1,exact,0,0
OPP396,2017-07-02,2017,7H 20M 0S,Allopreening,GF9,Unornamented,M,1,exact,GD5,M,3,exact,0,1
OPP397,2017-07-02,2017,7H 21M 0S,Allopreening,GF9,Unornamented,M,1,exact,BI9,F,4,min,0,0
OPP398,2017-07-02,2017,7H 22M 0S,Allopreening,BI9,Unornamented,F,4,min,GD5,M,3,exact,1,0
OPP399,2017-06-29,2017,9H 50M 0S,Courtship,DC9,Ornamented,M,3,exact,CF9,M,1,exact,NA,0
OPP400,2017-07-01,2017,8H 2M 0S,Allopreening,JE6,Unornamented,F,3,min,DJ8,NA,NA,NA,NA,NA
OPP401,2017-06-29,2017,9H 50M 0S,Courtship,DC9,Ornamented,M,3,exact,IG2,F,1,exact,0,0
OPP402,2017-06-24,2017,7H 13M 0S,Chasing,FD6,Moulting,M,3,min,GE2,F,1,exact,0,0
OPP403,2017-06-25,2017,16H 41M 0S,Courtship,CA3,Ornamented,M,3,exact,FF7,F,4,exact,0,0
OPP404,2017-06-28,2017,7H 40M 0S,Allopreening,CA3,Ornamented,M,3,exact,EG5,F,3,min,1,1
OPP405,2017-07-02,2017,8H 31M 0S,Chasing,BC7,Unornamented,F,4,exact,CE4,F,1,exact,0,0
OPP406,2017-07-02,2017,8H 39M 0S,Chasing,AG8,Unornamented,M,1,exact,GF5,M,1,exact,0,0
OPP407,2017-07-03,2017,10H 56M 0S,Allopreening,DJ8,Ornamented,NA,NA,NA,JE6,F,3,min,NA,NA
OPP408,2017-07-03,2017,9H 5M 0S,Allopreening,AG8,Unornamented,M,1,exact,BC7,F,4,exact,1,0
OPP409,2017-07-05,2017,7H 25M 0S,Allopreening,GD5,Ornamented,M,3,exact,BI9,F,4,min,1,0
OPP410,2017-07-05,2017,7H 25M 0S,Allopreening,BI9,Unornamented,F,4,min,GF9,M,1,exact,0,0
OPP411,2017-07-05,2017,7H 25M 0S,Allopreening,GD5,Ornamented,M,3,exact,GF9,M,1,exact,0,1
OPP412,2017-07-09,2017,7H 7M 0S,Allopreening,DG4,Ornamented,M,4,min,IH0,F,1,exact,1,0
OPP413,2017-07-11,2017,7H 14M 0S,Allopreening,II7,Unornamented,M,1,exact,EG1,F,5,exact,1,1
OPP414,2017-07-11,2017,7H 53M 0S,Allopreening,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP415,2017-07-11,2017,8H 11M 0S,Allopreening,GC7,Unornamented,F,1,exact,BB4,M,1,exact,0,1
OPP416,2017-07-12,2017,7H 52M 0S,Allopreening,JJ0,Unornamented,F,5,min,GF5,M,1,exact,0,1
OPP417,2017-07-13,2017,7H 47M 0S,Courtship,HB1,Ornamented,M,3,exact,EB2,F,4,exact,1,1
OPP418,2017-07-13,2017,7H 16M 0S,Allopreening,AJ8,Unornamented,M,1,exact,DD0,F,1,exact,0,0
OPP419,2017-07-14,2017,7H 37M 0S,Allopreening,JB8,Unornamented,M,1,exact,CE4,F,1,exact,0,NA
OPP420,2017-07-17,2017,7H 51M 0S,Allopreening,IA5,Unornamented,M,1,exact,FA4,F,1,min,0,0
OPP421,2017-07-19,2017,7H 38M 0S,Allopreening,BC7,Unornamented,F,4,exact,AG8,M,1,exact,1,0
OPP422,2017-07-19,2017,10H 48M 0S,Allopreening,CF0,Unornamented,F,1,exact,DD4,M,1,exact,0,0
OPP423,2017-07-21,2017,8H 50M 0S,Allopreening,BC6,Moulting,M,1,exact,BE9,F,4,exact,1,0
OPP424,2017-07-21,2017,11H 24M 0S,Allopreening,GB1,Unornamented,F,4,exact,IA5,M,1,exact,0,1
OPP425,2017-07-21,2017,11H 31M 0S,Allopreening,GB1,Unornamented,F,4,exact,IA5,M,1,exact,0,1
OPP426,2017-07-21,2017,11H 31M 0S,Allopreening,IA5,Unornamented,M,1,exact,BG4,M,1,exact,0,0
OPP427,2017-07-21,2017,11H 31M 0S,Allopreening,GB1,Unornamented,F,4,exact,BG4,M,1,exact,NA,0
OPP428,2017-07-21,2017,12H 6M 0S,Allopreening,DE6,Unornamented,F,6,min,CH5,M,1,exact,0,0
OPP429,2017-07-22,2017,7H 21M 0S,Chasing,IE6,Ornamented,M,4,exact,IB1,F,4,exact,0,1
OPP430,2017-07-21,2017,12H 6M 0S,Allopreening,CH5,Unornamented,M,1,exact,BF4,F,1,exact,0,NA
OPP431,2017-07-21,2017,12H 6M 0S,Allopreening,DE6,Unornamented,F,6,min,BF4,F,1,exact,0,0
OPP432,2017-07-23,2017,8H 22M 0S,Allopreening,GG0,Unornamented,F,6,min,CE4,F,1,exact,NA,0
OPP433,2017-07-23,2017,8H 32M 0S,Allopreening,GG0,Unornamented,F,6,min,JB8,M,1,exact,0,0
OPP434,2017-07-23,2017,11H 54M 0S,Allopreening,IB1,Unornamented,F,4,exact,CF0,F,1,exact,0,0
OPP435,2017-07-23,2017,12H 6M 0S,Allopreening,DD4,Unornamented,M,1,exact,CF0,F,1,exact,0,0
OPP436,2017-07-24,2017,7H 9M 0S,Chasing,GG5,Ornamented,M,3,exact,DF3,M,1,exact,0,0
OPP437,2017-07-24,2017,8H 5M 0S,Chasing,GG5,Ornamented,M,3,exact,CD1,F,1,exact,0,0
OPP438,2017-07-24,2017,12H 55M 0S,Allopreening,IA5,Unornamented,M,1,exact,GB1,F,4,exact,0,1
OPP439,2017-07-24,2017,12H 56M 0S,Allopreening,IA5,Unornamented,M,1,exact,CJ1,F,1,exact,0,0
OPP440,2017-07-26,2017,7H 10M 0S,Chasing,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP441,2017-07-26,2017,7H 50M 0S,Allopreening,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP442,2017-07-28,2017,7H 20M 0S,Allopreening,HB1,Ornamented,M,3,exact,IH4,F,1,exact,0,1
OPP443,2017-07-29,2017,7H 4M 0S,Chasing,IE6,Ornamented,M,4,exact,IB1,F,4,exact,0,1
OPP444,2017-07-29,2017,12H 49M 0S,Allopreening,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP445,2017-08-01,2017,7H 15M 0S,Chasing,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP446,2017-08-01,2017,10H 48M 0S,Allopreening,IB1,Unornamented,F,4,exact,DD4,M,1,exact,0,1
OPP447,2017-08-01,2017,11H 6M 0S,Allopreening,IB1,Unornamented,F,4,exact,CF0,F,1,exact,0,0
OPP448,2017-07-30,2017,8H 8M 0S,Allopreening,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP449,2017-07-30,2017,8H 11M 0S,Chasing,JC1,Ornamented,M,2,min,BB2,M,1,exact,NA,NA
OPP450,2017-07-30,2017,8H 54M 0S,Allopreening,DB3,Ornamented,M,2,exact,HI7,F,2,min,1,0
OPP451,2017-07-30,2017,8H 54M 0S,Chasing,DB3,Ornamented,M,2,exact,HI7,F,2,min,1,0
OPP452,2017-07-31,2017,8H 35M 0S,Allopreening,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP453,2017-07-31,2017,10H 32M 0S,Allopreening,AJ8,Unornamented,M,1,exact,DD0,F,1,exact,0,0
OPP454,2017-08-01,2017,7H 12M 0S,Courtship,FB6,Ornamented,M,3,exact,GG0,F,6,min,0,0
OPP455,2017-07-31,2017,10H 48M 0S,Allopreening,AJ8,Unornamented,M,1,exact,DD0,F,1,exact,0,0
OPP456,2017-08-01,2017,8H 22M 0S,Allopreening,JJ0,Unornamented,F,5,min,DD5,M,1,exact,NA,0
OPP457,2017-08-01,2017,8H 23M 0S,Allopreening,CC3,Ornamented,M,4,min,DD5,M,1,exact,0,0
OPP458,2017-08-01,2017,9H 23M 0S,Allopreening,FH4,Unornamented,M,1,exact,CD1,F,1,exact,1,NA
OPP459,2017-08-01,2017,8H 22M 0S,Allopreening,CC3,Ornamented,M,4,min,GF5,M,1,exact,0,1
OPP460,2017-08-03,2017,11H 13M 0S,Chasing,BC7,Unornamented,F,4,exact,CE4,F,1,exact,0,0
OPP461,2017-08-01,2017,8H 22M 0S,Allopreening,GF5,Unornamented,M,1,exact,EE7,M,1,exact,0,0
OPP462,2017-08-01,2017,8H 22M 0S,Allopreening,CC3,Ornamented,M,4,min,EE7,M,1,exact,0,0
OPP463,2017-08-03,2017,8H 28M 0S,Allopreening,BF8,Unornamented,M,1,exact,EB2,F,4,exact,0,1
OPP464,2017-08-04,2017,8H 46M 0S,Chasing,AC4,Unornamented,M,1,exact,IA3,M,6,exact,0,1
OPP465,2017-08-05,2017,9H 15M 0S,Allopreening,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP466,2017-08-05,2017,9H 20M 0S,Allopreening,GD0,Ornamented,M,2,exact,BB4,M,1,exact,0,1
OPP467,2017-08-05,2017,9H 22M 0S,Allopreening,BB4,Unornamented,M,1,exact,GC7,F,1,exact,0,1
OPP468,2017-08-05,2017,9H 23M 0S,Allopreening,FH2,Unornamented,F,2,exact,BB4,M,1,exact,0,0
OPP469,2017-08-05,2017,9H 23M 0S,Allopreening,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP470,2017-08-06,2017,8H 39M 0S,Courtship,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP471,2017-08-06,2017,8H 39M 0S,Chasing,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP472,2017-08-06,2017,8H 46M 0S,Chasing,GD0,Ornamented,M,2,exact,FH2,F,2,exact,1,0
OPP473,2017-08-06,2017,8H 46M 0S,Chasing,JG8,Ornamented,M,2,exact,FH2,F,2,exact,0,0
OPP474,2017-08-06,2017,7H 59M 0S,Allopreening,EG1,Unornamented,F,5,exact,II7,M,1,exact,1,1
OPP475,2017-08-06,2017,11H 31M 0S,Allopreening,FA4,Unornamented,F,1,min,BG4,M,1,exact,NA,NA
OPP476,2017-08-09,2017,10H 2M 0S,Courtship,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP477,2017-08-09,2017,10H 2M 0S,Chasing,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP478,2017-08-06,2017,11H 31M 0S,Allopreening,BG4,Unornamented,M,1,exact,GB1,F,4,exact,NA,0
OPP479,2017-08-06,2017,11H 31M 0S,Allopreening,FA4,Unornamented,F,1,min,GB1,F,4,exact,NA,0
OPP480,2017-08-09,2017,12H 19M 0S,Allopreening,EE7,Unornamented,M,1,exact,GF5,M,1,exact,0,0
OPP481,2017-08-10,2017,7H 52M 0S,Allopreening,BC7,Unornamented,F,4,exact,AG8,M,1,exact,1,0
OPP482,2017-08-09,2017,7H 8M 0S,Allopreening,HB1,Ornamented,M,3,exact,EB2,F,4,exact,1,1
OPP483,2017-08-10,2017,6H 55M 0S,Allopreening,EG1,Unornamented,F,5,exact,II7,M,1,exact,1,1
OPP484,2017-08-10,2017,7H 0M 0S,Chasing,GD5,Ornamented,M,3,exact,GF2,F,1,min,0,0
OPP485,2017-08-10,2017,7H 12M 0S,Allopreening,EG1,Unornamented,F,5,exact,II7,M,1,exact,1,1
OPP486,2017-08-10,2017,7H 19M 0S,Chasing,GD5,Ornamented,M,3,exact,GF2,F,1,min,0,0
OPP487,2017-08-10,2017,7H 19M 0S,Chasing,GD5,Ornamented,M,3,exact,II7,M,1,exact,0,0
OPP488,2017-08-12,2017,7H 19M 0S,Allopreening,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP489,2017-08-12,2017,9H 27M 0S,Chasing,IE6,Ornamented,M,4,exact,CF0,F,1,exact,0,0
OPP490,2017-07-02,2017,9H 57M 0S,Allopreening,IG1,Ornamented,M,2,exact,IB1,F,4,exact,0,1
OPP491,2017-07-03,2017,8H 36M 0S,Courtship,HB1,Ornamented,M,3,exact,DE6,F,6,min,0,0
OPP492,2017-07-03,2017,8H 40M 0S,Chasing,HB1,Ornamented,M,3,exact,DE6,F,6,min,0,0
OPP493,2017-07-03,2017,12H 15M 0S,Courtship,GG5,Ornamented,M,3,exact,HI7,F,2,min,0,0
OPP494,2017-07-04,2017,9H 20M 0S,Chasing,GG5,Ornamented,M,3,exact,DH6,M,1,exact,0,0
OPP495,2017-07-04,2017,13H 3M 0S,Chasing,IE6,Ornamented,M,4,exact,FC4,F,3,exact,0,0
OPP496,2017-07-04,2017,13H 3M 0S,Courtship,IE6,Ornamented,M,4,exact,FC4,F,3,exact,0,0
OPP497,2017-07-11,2017,7H 24M 0S,Allopreening,BE9,Unornamented,F,4,exact,BC6,M,1,exact,1,0
OPP498,2017-07-11,2017,9H 3M 0S,Chasing,AC4,Unornamented,M,1,exact,DD4,M,1,exact,0,0
OPP499,2017-07-11,2017,11H 57M 0S,Courtship,GG5,Ornamented,M,3,exact,CD1,F,1,exact,0,0
OPP500,2017-07-11,2017,12H 46M 0S,Courtship,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP501,2017-07-11,2017,12H 46M 0S,Allopreening,IA3,Ornamented,M,6,exact,AC4,M,1,exact,0,1
OPP502,2017-07-12,2017,7H 14M 0S,Allopreening,AJ8,Unornamented,M,1,exact,GA7,F,3,exact,1,0
OPP503,2017-07-12,2017,7H 14M 0S,Allopreening,AJ8,Unornamented,M,1,exact,GA7,F,3,exact,1,0
OPP504,2017-07-13,2017,12H 50M 0S,Courtship,JG7,Ornamented,M,4,exact,IC4,F,3,exact,0,0
OPP505,2017-07-17,2017,7H 17M 0S,Courtship,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP506,2017-07-17,2017,7H 17M 0S,Chasing,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP507,2017-07-18,2017,8H 15M 0S,Allopreening,GG5,Ornamented,M,3,exact,DJ7,F,1,exact,NA,0
OPP508,2017-07-18,2017,8H 12M 0S,Allopreening,DH6,Unornamented,M,1,exact,JF7,F,1,exact,0,NA
OPP509,2017-07-19,2017,8H 28M 0S,Chasing,BF8,Unornamented,M,1,exact,EB2,F,4,exact,0,1
OPP510,2017-07-19,2017,10H 53M 0S,Courtship,JC4,Ornamented,M,3,exact,CJ1,F,1,exact,NA,0
OPP511,2017-07-19,2017,10H 53M 0S,Chasing,JC4,Ornamented,M,3,exact,CJ1,F,1,exact,NA,0
OPP512,2017-07-21,2017,7H 10M 0S,Chasing,JC4,Ornamented,M,3,exact,HF2,F,2,min,NA,0
OPP513,2017-07-21,2017,9H 42M 0S,Chasing,GG5,Ornamented,M,3,exact,DF3,M,1,exact,0,0
OPP514,2017-07-21,2017,9H 43M 0S,Chasing,GG5,Ornamented,M,3,exact,DE1,F,1,exact,0,0
OPP515,2017-07-21,2017,9H 43M 0S,Courtship,GG5,Ornamented,M,3,exact,DE1,F,1,exact,0,0
OPP516,2017-07-21,2017,10H 35M 0S,Courtship,CG4,Ornamented,M,2,min,BD4,F,3,exact,1,1
OPP517,2017-07-21,2017,10H 35M 0S,Courtship,CG4,Ornamented,M,2,min,CD1,F,1,exact,0,0
OPP518,2017-07-21,2017,10H 45M 0S,Courtship,CG4,Ornamented,M,2,min,CD1,F,1,exact,0,0
OPP519,2017-07-21,2017,11H 28M 0S,Chasing,FH4,Unornamented,M,1,exact,JF7,F,1,exact,0,NA
OPP520,2017-07-21,2017,11H 28M 0S,Chasing,FH4,Unornamented,M,1,exact,DH6,M,1,exact,0,NA
OPP521,2017-07-22,2017,8H 33M 0S,Courtship,FB6,Ornamented,M,3,exact,EB2,F,4,exact,0,0
OPP522,2017-07-22,2017,8H 33M 0S,Courtship,HB1,Ornamented,M,3,exact,EB2,F,4,exact,1,1
OPP523,2017-07-22,2017,8H 59M 0S,Allopreening,FB6,Ornamented,M,3,exact,BF4,F,1,exact,0,0
OPP524,2017-07-22,2017,9H 51M 0S,Allopreening,DE6,Unornamented,F,6,min,BF4,F,1,exact,0,0
OPP525,2017-07-23,2017,12H 3M 0S,Courtship,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP526,2017-07-24,2017,6H 52M 0S,Courtship,GG4,Ornamented,M,3,exact,IB1,F,4,exact,0,0
OPP527,2017-07-24,2017,9H 27M 0S,Chasing,HB1,Ornamented,M,3,exact,EB2,F,4,exact,1,1
OPP528,2017-07-24,2017,10H 14M 0S,Chasing,AJ6,Unornamented,F,5,min,DD0,F,1,exact,0,0
OPP529,2017-07-24,2017,12H 23M 0S,Allopreening,BC7,Unornamented,F,4,exact,AG8,M,1,exact,1,0
OPP530,2017-07-25,2017,7H 19M 0S,Allopreening,BF4,Unornamented,F,1,exact,DE6,F,6,min,0,0
OPP531,2017-07-25,2017,8H 11M 0S,Chasing,CH5,Unornamented,M,1,exact,EB2,F,4,exact,0,0
OPP532,2017-07-26,2017,9H 25M 0S,Chasing,IA3,Ornamented,M,6,exact,IB1,F,4,exact,0,0
OPP533,2017-07-28,2017,7H 21M 0S,Allopreening,BF8,Unornamented,M,1,exact,HB1,M,3,exact,0,1
OPP534,2017-07-28,2017,7H 25M 0S,Allopreening,BF4,Unornamented,F,1,exact,FB6,M,3,exact,0,0
OPP535,2017-07-28,2017,9H 56M 0S,Courtship,GA5,Ornamented,M,3,exact,IH0,F,1,exact,0,0
OPP536,2017-07-28,2017,7H 25M 0S,Allopreening,FB6,Ornamented,M,3,exact,DE6,F,6,min,1,1
OPP537,2017-07-28,2017,7H 25M 0S,Allopreening,BF4,Unornamented,F,1,exact,DE6,F,6,min,0,0
OPP538,2017-07-28,2017,10H 10M 0S,Allopreening,GF5,Unornamented,M,1,exact,JJ0,F,5,min,0,1
OPP539,2017-07-28,2017,11H 47M 0S,Allopreening,IE6,Ornamented,M,4,exact,CF0,F,1,exact,0,0
OPP540,2017-07-28,2017,12H 51M 0S,Courtship,JG7,Ornamented,M,4,exact,HF2,F,2,min,0,0
OPP541,2017-07-29,2017,8H 10M 0S,Chasing,DE1,Unornamented,F,1,exact,DJ7,F,1,exact,0,0
OPP542,2017-07-29,2017,NA,Allopreening,DH6,Unornamented,M,1,exact,JF7,F,1,exact,0,NA
OPP543,2017-07-29,2017,NA,Chasing,DG4,Ornamented,M,4,min,GB1,F,4,exact,0,0
OPP544,2017-07-29,2017,NA,Chasing,JG7,Ornamented,M,4,exact,DG4,M,4,min,0,0
OPP545,2017-07-29,2017,NA,Courtship,BI2,Ornamented,M,3,exact,IE0,F,4,exact,1,1
OPP546,2017-07-30,2017,11H 40M 0S,Courtship,IA3,Ornamented,M,6,exact,IB1,F,4,exact,0,0
OPP547,2017-07-31,2017,10H 50M 0S,Allopreening,IB1,Unornamented,F,4,exact,DD4,M,1,exact,0,1
OPP548,2017-08-01,2017,7H 8M 0S,Chasing,GD5,Ornamented,M,3,exact,GF2,F,1,min,0,0
OPP549,2017-08-01,2017,12H 40M 0S,Courtship,DE2,Ornamented,M,2,exact,HA4,F,1,min,0,0
OPP550,2017-08-02,2017,8H 43M 0S,Allopreening,DD4,Unornamented,M,1,exact,IB1,F,4,exact,0,1
OPP551,2017-08-02,2017,9H 20M 0S,Chasing,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP552,2017-08-02,2017,9H 20M 0S,Courtship,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP553,2017-08-03,2017,7H 49M 0S,Allopreening,DJ7,Unornamented,F,1,exact,GG5,M,3,exact,NA,0
OPP554,2017-08-03,2017,10H 36M 0S,Courtship,DB3,Ornamented,M,2,exact,HI7,F,2,min,1,0
OPP555,2017-08-03,2017,10H 50M 0S,Chasing,DF3,Unornamented,M,1,exact,CD5,F,1,exact,0,NA
OPP556,2017-08-03,2017,10H 50M 0S,Chasing,DE1,Unornamented,F,1,exact,CD5,F,1,exact,0,0
OPP557,2017-08-03,2017,10H 55M 0S,Chasing,DE1,Unornamented,F,1,exact,HJ3,F,1,exact,0,0
OPP558,2017-08-03,2017,10H 55M 0S,Chasing,DF3,Unornamented,M,1,exact,HJ3,F,1,exact,0,0
OPP559,2017-08-03,2017,11H 2M 0S,Chasing,DF3,Unornamented,M,1,exact,DE1,F,1,exact,1,0
OPP560,2017-08-04,2017,16H 45M 0S,Allopreening,BB2,Unornamented,M,1,exact,GH9,F,2,min,NA,NA
OPP561,2017-08-04,2017,16H 58M 0S,Chasing,JC1,Ornamented,M,2,min,BB2,M,1,exact,NA,NA
OPP562,2017-08-05,2017,10H 50M 0S,Allopreening,IA5,Unornamented,M,1,exact,JG7,M,4,exact,0,1
OPP563,2017-08-05,2017,13H 5M 0S,Chasing,HB1,Ornamented,M,3,exact,EB2,F,4,exact,1,1
OPP564,2017-08-06,2017,7H 50M 0S,Courtship,IA3,Ornamented,M,6,exact,AC4,M,1,exact,0,1
OPP565,2017-08-06,2017,7H 50M 0S,Courtship,IA3,Ornamented,M,6,exact,JF2,F,1,exact,1,0
OPP566,2017-08-08,2017,12H 41M 0S,Chasing,JC1,Ornamented,M,2,min,GH9,F,2,min,NA,NA
OPP567,2017-08-09,2017,7H 18M 0S,Allopreening,GH9,Unornamented,F,2,min,JC1,M,2,min,NA,NA
OPP568,2017-08-09,2017,7H 26M 0S,Allopreening,GH9,Unornamented,F,2,min,JC1,M,2,min,NA,NA
OPP569,2017-08-09,2017,7H 26M 0S,Allopreening,GH9,Unornamented,F,2,min,BB2,M,1,exact,NA,NA
OPP570,2017-08-10,2017,6H 57M 0S,Chasing,IG1,Ornamented,M,2,exact,DD4,M,1,exact,0,1
OPP571,2017-08-20,2017,9H 22M 0S,Allopreening,BE9,Unornamented,F,4,exact,BC6,M,1,exact,1,0
OPP572,2017-08-20,2017,11H 2M 0S,Chasing,AC4,Unornamented,M,1,exact,IJ6,F,2,min,0,0
OPP573,2017-08-20,2017,11H 19M 0S,Chasing,IA3,Ornamented,M,6,exact,HG6,F,2,min,0,0
OPP574,2017-08-20,2017,11H 19M 0S,Courtship,IA3,Ornamented,M,6,exact,HG6,F,2,min,0,0
OPP575,2017-08-21,2017,11H 0M 0S,Allopreening,AG8,Moulting,M,1,exact,BC7,F,4,exact,1,0
OPP576,2017-08-23,2017,9H 31M 0S,Allopreening,BF8,Moulting,M,1,exact,HB0,F,5,min,1,0
OPP577,2017-08-25,2017,7H 50M 0S,Courtship,EI7,Ornamented,M,2,min,IJ6,F,2,min,0,0
OPP578,2017-08-25,2017,8H 8M 0S,Allopreening,JB8,Unornamented,M,1,exact,GG0,F,6,min,0,0
OPP579,2017-08-25,2017,11H 55M 0S,Chasing,JC4,Ornamented,M,3,exact,EE7,M,1,exact,0,0
OPP580,2017-08-26,2017,9H 22M 0S,Courtship,JG8,Ornamented,M,2,exact,EG1,F,5,exact,0,0
OPP581,2017-08-26,2017,9H 15M 0S,Chasing,II7,Unornamented,M,1,exact,BI9,F,4,min,0,0
OPP582,2017-08-26,2017,9H 15M 0S,Chasing,GF2,Unornamented,F,1,min,BI9,F,4,min,0,0
OPP583,2017-08-26,2017,9H 15M 0S,Chasing,BI9,Unornamented,F,4,min,GF2,F,1,min,0,0
OPP584,2017-08-26,2017,9H 15M 0S,Chasing,II7,Unornamented,M,1,exact,GF2,F,1,min,0,0
OPP585,2017-08-27,2017,8H 45M 0S,Allopreening,BI9,Unornamented,F,4,min,II7,M,1,exact,0,0
OPP586,2017-08-27,2017,9H 57M 0S,Chasing,BI9,Unornamented,F,4,min,CE1,F,1,exact,0,0
