Observation_ID,Date,Year,Day_of_year,Time,Bird_ID,Observer,Sex,Plumage_score,Plumage_group,Age,Age_exact,Alarm_calling,Allopreening,Calling,Chasing,Chipping,Courtship,Flying,Foraging,Other,Preening,Scolding,Singing,Sitting,U,Vocalizing,Observation_time,Alarm_calling_prop,Allopreening_prop,Chasing_prop,Courtship_prop,Flying_prop,Foraging_prop,Other_prop,Preening_prop,Sitting_prop,Vocalizing_prop
LGH073,2017-07-17,2017,198,648,C06,LGH,M,0,DULL,1,exact,0,0,NA,0,2,0,19,128,0,0,NA,0,41,111,2,301,0,0,0,0,0.1,0.6736842105263158,0,0,0.21578947368421053,0.010526315789473684
LGH076,2017-07-18,2017,199,705,V10,LGH,M,60,MOULT,2,exact,0,0,NA,0,0,0,21,114,0,0,NA,3,57,106,3,301,0,0,0,0,0.1076923076923077,0.5846153846153846,0,0,0.2923076923076923,0.015384615384615385
LGH079,2017-07-19,2017,200,659,G09,LGH,M,100,BRIGHT,4,min,0,0,NA,2,0,6,5,65,0,43,NA,0,129,51,0,301,0,0,0.008,0.024,0.02,0.26,0,0.172,0.516,0
LGH082,2017-07-19,2017,200,1102,B01,LGH,M,50,MOULT,1,exact,0,0,NA,0,0,0,18,49,0,16,NA,5,96,117,5,301,0,0,0,0,0.09782608695652174,0.266304347826087,0,0.08695652173913043,0.5217391304347826,0.02717391304347826
LGH083,2017-07-19,2017,200,1126,Q03,LGH,M,30,MOULT,1,exact,0,0,NA,0,0,0,9,112,0,5,NA,2,47,126,2,301,0,0,0,0,0.05142857142857143,0.64,0,0.02857142857142857,0.26857142857142857,0.011428571428571429
LGH086,2017-07-21,2017,202,953,G05,LGH,M,0,DULL,1,exact,0,0,NA,0,0,0,9,155,0,0,NA,0,29,108,0,301,0,0,0,0,0.046632124352331605,0.8031088082901554,0,0,0.15025906735751296,0
LGH087,2017-07-21,2017,202,1031,V10,LGH,M,75,MOULT,2,exact,0,0,NA,0,0,0,9,114,0,12,NA,0,131,35,0,301,0,0,0,0,0.03383458646616541,0.42857142857142855,0,0.045112781954887216,0.4924812030075188,0
LGH090,2017-07-22,2017,203,733,W06,LGH,M,90,BRIGHT,3,exact,0,0,NA,0,0,0,22,91,0,0,NA,0,69,119,0,301,0,0,0,0,0.12087912087912088,0.5,0,0,0.3791208791208791,0
LGH092,2017-07-22,2017,203,1058,Y09,LGH,M,85,BRIGHT,2,min,0,0,NA,0,9,0,11,83,0,19,NA,0,80,99,9,301,0,0,0,0,0.054455445544554455,0.41089108910891087,0,0.09405940594059406,0.39603960396039606,0.04455445544554455
LGH093,2017-07-23,2017,204,659,B10,LGH,M,90,BRIGHT,2,exact,0,0,NA,0,0,0,10,125,0,0,NA,0,65,101,0,301,0,0,0,0,0.05,0.625,0,0,0.325,0
LGH099,2017-07-24,2017,205,723,G05,LGH,M,0,DULL,1,exact,0,26,NA,0,0,0,4,71,0,52,NA,0,36,112,0,301,0,0.13756613756613756,0,0,0.021164021164021163,0.37566137566137564,0,0.2751322751322751,0.19047619047619047,0
LGH101,2017-07-24,2017,205,1230,V10,LGH,M,85,BRIGHT,2,exact,0,0,NA,0,2,0,22,107,0,3,NA,0,56,111,2,301,0,0,0,0,0.11578947368421053,0.5631578947368421,0,0.015789473684210527,0.29473684210526313,0.010526315789473684
LGH102,2017-07-25,2017,206,717,Q03,LGH,M,40,MOULT,1,exact,0,0,NA,0,4,0,28,149,0,0,NA,0,41,79,4,301,0,0,0,0,0.12612612612612611,0.6711711711711712,0,0,0.18468468468468469,0.018018018018018018
LGH103,2017-07-25,2017,206,912,B03,LGH,M,100,BRIGHT,2,exact,0,0,NA,0,3,0,21,93,0,11,NA,0,59,114,3,301,0,0,0,0,0.11229946524064172,0.49732620320855614,0,0.058823529411764705,0.3155080213903743,0.016042780748663103
LGH106,2017-07-26,2017,207,813,V10,LGH,M,95,BRIGHT,2,exact,0,0,NA,0,0,0,26,141,0,0,NA,3,63,68,3,301,0,0,0,0,0.11158798283261803,0.6051502145922747,0,0,0.2703862660944206,0.012875536480686695
LGH108,2017-07-26,2017,207,945,P06,LGH,M,95,BRIGHT,2,exact,0,0,NA,0,0,0,8,48,0,70,NA,0,88,87,0,301,0,0,0,0,0.037383177570093455,0.22429906542056074,0,0.32710280373831774,0.411214953271028,0
LGH110,2017-07-28,2017,209,752,G05,LGH,M,0,DULL,1,exact,0,0,NA,0,0,0,8,141,0,27,NA,0,16,109,0,301,0,0,0,0,0.041666666666666664,0.734375,0,0.140625,0.08333333333333333,0
LGH112,2017-07-28,2017,209,1002,B03,LGH,M,100,BRIGHT,2,exact,0,0,NA,0,0,0,23,136,0,11,NA,3,54,74,3,301,0,0,0,0,0.1013215859030837,0.5991189427312775,0,0.048458149779735685,0.23788546255506607,0.013215859030837005
LGH113,2017-07-29,2017,210,653,V10,LGH,M,98,BRIGHT,2,exact,0,0,NA,0,0,0,16,127,0,0,NA,12,119,27,12,301,0,0,0,0,0.058394160583941604,0.4635036496350365,0,0,0.4343065693430657,0.043795620437956206
LGH116,2017-07-29,2017,210,818,Y09,LGH,M,95,BRIGHT,2,min,0,0,NA,0,0,0,38,131,0,0,NA,3,58,71,3,301,0,0,0,0,0.16521739130434782,0.5695652173913044,0,0,0.25217391304347825,0.013043478260869565
LGH117,2017-07-29,2017,210,923,C06,LGH,M,0,DULL,1,exact,0,8,NA,0,1,0,34,74,0,55,NA,4,103,21,5,300,0,0.02867383512544803,0,0,0.12186379928315412,0.26523297491039427,0,0.1971326164874552,0.36917562724014336,0.017921146953405017
LGH119,2017-07-29,2017,210,1054,R09,LGH,M,100,BRIGHT,3,min,0,0,NA,0,0,0,23,118,0,0,NA,0,51,109,0,301,0,0,0,0,0.11979166666666667,0.6145833333333334,0,0,0.265625,0
LGH122,2017-07-31,2017,212,737,Y09,LGH,M,98,BRIGHT,2,min,0,0,NA,0,0,0,20,67,0,3,NA,0,152,59,0,301,0,0,0,0,0.08264462809917356,0.2768595041322314,0,0.012396694214876033,0.628099173553719,0
LGH125,2017-07-31,2017,212,1000,V10,LGH,M,99,BRIGHT,2,exact,0,0,NA,0,0,0,17,120,0,0,NA,3,38,123,3,301,0,0,0,0,0.09550561797752809,0.6741573033707865,0,0,0.21348314606741572,0.016853932584269662
LGH127,2017-08-01,2017,213,957,C06,LGH,M,0,DULL,1,exact,0,0,NA,0,2,0,42,115,0,0,NA,0,34,108,2,301,0,0,0,0,0.21761658031088082,0.5958549222797928,0,0,0.17616580310880828,0.010362694300518135
LGH129,2017-08-01,2017,213,1245,B03,LGH,M,98,BRIGHT,2,exact,0,0,NA,0,6,0,23,149,0,0,NA,3,58,62,9,301,0,0,0,0,0.09623430962343096,0.6234309623430963,0,0,0.24267782426778242,0.03765690376569038
LGH131,2017-08-02,2017,214,856,Q09,LGH,M,95,BRIGHT,2,exact,0,0,NA,0,0,0,24,163,0,17,NA,0,95,2,0,301,0,0,0,0,0.0802675585284281,0.5451505016722408,0,0.056856187290969896,0.3177257525083612,0
LGH134,2017-08-02,2017,214,1151,C01,LGH,M,90,BRIGHT,2,exact,0,0,NA,0,0,0,10,87,0,7,NA,0,42,155,0,301,0,0,0,0,0.0684931506849315,0.5958904109589042,0,0.04794520547945205,0.2876712328767123,0
LGH135,2017-08-03,2017,215,647,G05,LGH,M,0,DULL,1,exact,0,0,NA,0,5,0,19,178,0,0,NA,0,26,73,5,301,0,0,0,0,0.08333333333333333,0.7807017543859649,0,0,0.11403508771929824,0.021929824561403508
LGH136,2017-08-03,2017,215,718,V10,LGH,M,99,BRIGHT,2,exact,0,0,NA,0,2,0,24,157,0,1,NA,13,79,25,15,301,0,0,0,0,0.08695652173913043,0.5688405797101449,0,0.0036231884057971015,0.286231884057971,0.05434782608695652
LGH138,2017-08-03,2017,215,832,P06,LGH,M,95,BRIGHT,2,exact,0,4,NA,0,1,0,18,155,0,19,NA,3,88,12,4,300,0,0.013888888888888888,0,0,0.0625,0.5381944444444444,0,0.06597222222222222,0.3055555555555556,0.013888888888888888
LGH139,2017-08-03,2017,215,900,O09,LGH,M,100,BRIGHT,2,exact,0,0,NA,0,0,0,16,140,0,5,NA,2,97,41,2,301,0,0,0,0,0.06153846153846154,0.5384615384615384,0,0.019230769230769232,0.3730769230769231,0.007692307692307693
LGH144,2017-08-04,2017,216,947,Q03,LGH,M,70,MOULT,1,exact,0,0,NA,0,1,0,16,154,0,0,NA,2,56,72,3,301,0,0,0,0,0.06986899563318777,0.6724890829694323,0,0,0.2445414847161572,0.013100436681222707
PCH001,2018-06-15,2018,166,730,F02,PCH,M,100,BRIGHT,3,exact,0,45,0,0,0,0,44,26,0,0,NA,0,139,46,0,300,0,0.17716535433070865,0,0,0.1732283464566929,0.10236220472440945,0,0,0.547244094488189,0
PCH002,2018-06-15,2018,166,931,P06,PCH,M,100,BRIGHT,3,exact,0,0,0,0,0,0,29,0,0,13,NA,0,73,105,0,220,0,0,0,0,0.25217391304347825,0,0,0.11304347826086956,0.6347826086956522,0
PCH009,2018-06-20,2018,171,1025,M01,PCH,M,100,BRIGHT,2,exact,0,0,0,0,0,0,7,102,0,2,NA,0,29,138,0,278,0,0,0,0,0.05,0.7285714285714285,0,0.014285714285714285,0.20714285714285716,0
PCH011,2018-06-21,2018,172,746,W02,PCH,M,90,BRIGHT,2,exact,0,25,0,0,0,0,0,70,0,160,NA,7,42,2,7,306,0,0.08223684210526316,0,0,0,0.23026315789473684,0,0.5263157894736842,0.13815789473684212,0.023026315789473683
PCH014,2018-06-22,2018,173,839,B10,PCH,M,60,MOULT,3,exact,0,0,0,0,0,0,7,103,0,13,NA,0,9,168,0,300,0,0,0,0,0.05303030303030303,0.7803030303030303,0,0.09848484848484848,0.06818181818181818,0
PCH015,2018-06-24,2018,175,717,T09,PCH,M,5,DULL,1,min,0,0,0,0,0,0,4,183,0,0,NA,0,7,106,0,300,0,0,0,0,0.020618556701030927,0.9432989690721649,0,0,0.03608247422680412,0
PCH016,2018-06-24,2018,175,1026,A07,PCH,M,100,BRIGHT,7,min,0,0,0,0,0,0,3,120,0,21,NA,0,59,97,0,300,0,0,0,0,0.014778325123152709,0.5911330049261084,0,0.10344827586206896,0.29064039408866993,0
PCH017,2018-06-24,2018,175,1115,D01,PCH,M,100,BRIGHT,4,exact,0,0,0,0,0,0,14,178,0,1,NA,2,55,23,2,273,0,0,0,0,0.056,0.712,0,0.004,0.22,0.008
PCH022,2018-06-30,2018,181,NA,D06,PCH,M,100,BRIGHT,4,exact,0,0,0,2,0,0,5,140,0,15,NA,0,61,77,0,300,0,0,0.008968609865470852,0,0.02242152466367713,0.6278026905829597,0,0.06726457399103139,0.273542600896861,0
PCH027,2018-07-05,2018,186,1238,R09,PCH,M,100,BRIGHT,4,min,0,0,0,0,0,0,6,88,0,0,NA,1,29,178,1,302,0,0,0,0,0.04838709677419355,0.7096774193548387,0,0,0.23387096774193547,0.008064516129032258
PCH038,2018-07-11,2018,192,1213,N06,PCH,M,0,DULL,1,exact,0,0,0,0,0,0,0,0,0,0,NA,0,222,78,0,300,0,0,0,0,0,0,0,0,1,0
PCH040,2018-07-13,2018,194,902,Z09,PCH,M,0,DULL,1,exact,0,0,0,0,0,0,0,209,0,5,NA,0,28,58,0,300,0,0,0,0,0,0.8636363636363636,0,0.02066115702479339,0.11570247933884298,0
PCH041,2018-07-14,2018,195,NA,N06,PCH,M,0,DULL,1,exact,0,0,0,0,0,0,4,77,0,1,NA,0,82,136,0,300,0,0,0,0,0.024390243902439025,0.4695121951219512,0,0.006097560975609756,0.5,0
PCH049,2018-07-15,2018,196,NA,H03,PCH,M,0,DULL,1,exact,0,0,0,0,1,0,2,132,2,0,NA,0,9,154,1,300,0,0,0,0,0.0136986301369863,0.9041095890410958,0.0136986301369863,0,0.06164383561643835,0.00684931506849315
PCH053,2018-07-17,2018,198,1019,E03,PCH,M,0,DULL,1,exact,0,0,0,0,0,0,4,173,0,7,NA,0,13,103,0,300,0,0,0,0,0.02030456852791878,0.8781725888324873,0,0.03553299492385787,0.06598984771573604,0
PCH058,2018-07-20,2018,201,801,T09,PCH,M,5,DULL,1,min,0,0,0,0,1,0,4,142,0,6,NA,2,31,120,3,306,0,0,0,0,0.021505376344086023,0.7634408602150538,0,0.03225806451612903,0.16666666666666666,0.016129032258064516
PCH062,2018-07-21,2018,202,756,K06,PCH,M,10,DULL,1,exact,0,0,0,0,0,0,2,249,0,0,NA,0,25,115,0,391,0,0,0,0,0.007246376811594203,0.9021739130434783,0,0,0.09057971014492754,0
PCH063,2018-07-21,2018,202,NA,T03,PCH,M,0,DULL,1,exact,0,0,0,0,0,0,3,30,0,9,NA,0,37,174,0,253,0,0,0,0,0.0379746835443038,0.379746835443038,0,0.11392405063291139,0.46835443037974683,0
PCH066,2018-07-22,2018,203,717,F01,PCH,M,100,BRIGHT,4,exact,0,0,0,0,0,0,0,343,0,0,NA,0,0,0,0,343,0,0,0,0,0,1,0,0,0,0
PCH067,2018-07-22,2018,203,717,W10,PCH,M,25,MOULT,2,exact,0,0,0,0,0,0,0,255,0,0,NA,0,0,88,0,343,0,0,0,0,0,1,0,0,0,0
PCH072,2018-07-24,2018,205,1131,P01,PCH,M,0,DULL,1,exact,0,0,237,0,0,0,4,63,0,0,NA,0,32,25,237,361,0,0,0,0,0.011904761904761904,0.1875,0,0,0.09523809523809523,0.7053571428571429
PCH080,2018-07-28,2018,209,930,O10,PCH,M,100,BRIGHT,4,exact,0,0,3,0,0,0,2,47,0,1,NA,0,157,120,3,330,0,0,0,0,0.009523809523809525,0.22380952380952382,0,0.004761904761904762,0.7476190476190476,0.014285714285714285
PCH081,2018-07-28,2018,209,1056,B10,PCH,M,15,DULL,3,exact,0,0,0,0,0,0,6,99,0,51,NA,0,44,147,0,347,0,0,0,0,0.03,0.495,0,0.255,0.22,0
PCH088,2018-06-20,2018,171,1025,M01,PCH,M,100,BRIGHT,2,exact,0,0,0,0,0,0,7,102,0,2,NA,0,29,138,0,278,0,0,0,0,0.05,0.7285714285714285,0,0.014285714285714285,0.20714285714285716,0
NBC001,2018-06-10,2018,161,1045,H07,NBC,M,100,BRIGHT,4,exact,0,0,0,0,NA,21,55,9,0,5,0,0,32,178,0,300,0,0,0,0.1721311475409836,0.45081967213114754,0.07377049180327869,0,0.040983606557377046,0.26229508196721313,0
MMA002,2018-06-10,2018,161,1030,S09,MMA,M,0,DULL,1,exact,0,60,0,0,NA,0,30,4,0,43,16,0,25,122,16,300,0,0.33707865168539325,0,0,0.16853932584269662,0.02247191011235955,0,0.24157303370786518,0.1404494382022472,0.0898876404494382
NBC002,2018-06-12,2018,163,1100,G05,NBC,M,100,BRIGHT,2,exact,0,4,0,0,NA,19,28,14,0,0,0,0,83,152,0,300,0,0.02702702702702703,0,0.12837837837837837,0.1891891891891892,0.0945945945945946,0,0,0.5608108108108109,0
NBC003,2018-06-19,2018,170,1125,M06,NBC,M,100,BRIGHT,2,exact,0,0,25,0,NA,0,6,0,0,8,1,0,140,120,26,300,0,0,0,0,0.03333333333333333,0,0,0.044444444444444446,0.7777777777777778,0.14444444444444443
NBC004,2018-06-20,2018,171,1120,F03,NBC,M,100,BRIGHT,2,min,0,0,0,0,NA,0,7,144,0,0,0,1,7,141,1,300,0,0,0,0,0.0440251572327044,0.9056603773584906,0,0,0.0440251572327044,0.006289308176100629
NBC006,2018-06-20,2018,171,815,N06,NBC,M,0,DULL,1,exact,0,0,0,0,NA,0,8,76,0,89,0,0,12,115,0,300,0,0,0,0,0.043243243243243246,0.41081081081081083,0,0.4810810810810811,0.06486486486486487,0
MMA005,2018-06-21,2018,172,1100,Q03,MMA,M,75,MOULT,2,exact,0,0,0,0,NA,0,6,93,0,16,0,0,29,156,0,300,0,0,0,0,0.041666666666666664,0.6458333333333334,0,0.1111111111111111,0.2013888888888889,0
NBC008,2018-06-22,2018,173,1040,M06,NBC,M,100,BRIGHT,2,exact,0,1,0,0,NA,0,9,15,0,0,0,3,98,174,3,300,0,0.007936507936507936,0,0,0.07142857142857142,0.11904761904761904,0,0,0.7777777777777778,0.023809523809523808
MMA006,2018-06-22,2018,173,NA,F05,MMA,M,5,DULL,2,min,0,0,3,0,NA,0,15,45,0,4,0,3,54,176,6,300,0,0,0,0,0.12096774193548387,0.3629032258064516,0,0.03225806451612903,0.43548387096774194,0.04838709677419355
NBC009,2018-06-24,2018,175,826,A07,NBC,M,100,BRIGHT,7,min,0,0,0,0,NA,3,2,0,0,54,0,0,241,0,0,300,0,0,0,0.01,0.006666666666666667,0,0,0.18,0.8033333333333333,0
MMA007,2018-06-24,2018,175,815,R07,MMA,M,15,DULL,2,exact,0,0,0,0,NA,0,2,132,0,0,0,0,0,166,0,300,0,0,0,0,0.014925373134328358,0.9850746268656716,0,0,0,0
MMA010,2018-06-29,2018,180,800,D04,MMA,M,100,BRIGHT,2,exact,0,0,2,0,NA,0,5,0,0,7,2,6,128,150,10,300,0,0,0,0,0.03333333333333333,0,0,0.04666666666666667,0.8533333333333334,0.06666666666666667
MMA011,2018-06-29,2018,180,800,F02,MMA,M,100,BRIGHT,3,exact,0,0,0,0,NA,0,8,0,0,5,0,8,127,152,8,300,0,0,0,0,0.05405405405405406,0,0,0.033783783783783786,0.8581081081081081,0.05405405405405406
NBC011,2018-06-29,2018,180,910,W02,NBC,M,90,BRIGHT,2,exact,0,0,11,3,NA,0,19,50,0,50,0,0,49,118,11,300,0,0,0.016483516483516484,0,0.1043956043956044,0.27472527472527475,0,0.27472527472527475,0.2692307692307692,0.06043956043956044
MMA012,2018-06-29,2018,180,1120,F09,MMA,M,0,DULL,1,exact,0,51,0,0,NA,0,4,29,0,95,0,0,29,92,0,300,0,0.24519230769230768,0,0,0.019230769230769232,0.13942307692307693,0,0.4567307692307692,0.13942307692307693,0
MMA013,2018-06-30,2018,181,1200,D01,MMA,M,100,BRIGHT,4,exact,0,0,0,0,NA,0,8,97,0,43,0,3,51,98,3,300,0,0,0,0,0.039603960396039604,0.4801980198019802,0,0.21287128712871287,0.2524752475247525,0.01485148514851485
MET001,2018-06-30,2018,181,1200,R05,MET,M,80,BRIGHT,1,min,0,66,0,0,NA,0,15,74,0,56,0,0,64,25,0,300,0,0.24,0,0,0.05454545454545454,0.2690909090909091,0,0.20363636363636364,0.23272727272727273,0
MMA014,2018-06-30,2018,181,915,K06,MMA,M,5,DULL,1,exact,0,0,2,0,NA,0,8,60,0,49,0,0,81,100,2,300,0,0,0,0,0.04,0.3,0,0.245,0.405,0.01
NBC012,2018-06-30,2018,181,843,E01,NBC,M,0,DULL,1,exact,0,0,0,0,NA,0,14,55,0,1,2,0,108,120,2,300,0,0,0,0,0.07777777777777778,0.3055555555555556,0,0.005555555555555556,0.6,0.011111111111111112
NBC013,2018-07-01,2018,182,1215,H05,NBC,M,100,BRIGHT,5,exact,0,0,0,18,NA,0,17,67,1,0,3,0,39,161,3,306,0,0,0.12413793103448276,0,0.11724137931034483,0.46206896551724136,0.006896551724137931,0,0.2689655172413793,0.020689655172413793
NBC014,2018-07-02,2018,183,1015,D09,NBC,M,100,BRIGHT,3,exact,0,0,0,0,NA,4,18,58,0,6,0,9,32,173,9,300,0,0,0,0.031496062992125984,0.14173228346456693,0.4566929133858268,0,0.047244094488188976,0.25196850393700787,0.07086614173228346
MMA016,2018-07-02,2018,183,1000,M01,MMA,M,100,BRIGHT,2,exact,0,0,2,0,NA,0,16,110,0,0,0,3,90,79,5,300,0,0,0,0,0.07239819004524888,0.497737556561086,0,0,0.4072398190045249,0.02262443438914027
MMA017,2018-07-02,2018,183,918,C06,MMA,M,0,DULL,2,exact,0,0,0,0,NA,0,0,86,0,57,0,0,12,145,0,300,0,0,0,0,0,0.5548387096774193,0,0.36774193548387096,0.07741935483870968,0
MMA019,2018-07-03,2018,184,715,B10,MMA,M,10,DULL,3,exact,0,0,0,0,NA,0,11,136,0,12,30,6,19,86,36,300,0,0,0,0,0.0514018691588785,0.6355140186915887,0,0.056074766355140186,0.08878504672897196,0.16822429906542055
MMA020,2018-07-03,2018,184,1130,U09,MMA,M,50,MOULT,2,exact,0,0,5,0,NA,30,5,72,0,0,0,8,13,167,13,300,0,0,0,0.22556390977443608,0.03759398496240601,0.5413533834586466,0,0,0.09774436090225563,0.09774436090225563
NBC018,2018-07-05,2018,186,1110,Y09,NBC,M,100,BRIGHT,3,min,0,0,0,4,NA,11,19,39,0,1,0,49,64,113,49,300,0,0,0.0213903743315508,0.058823529411764705,0.10160427807486631,0.20855614973262032,0,0.0053475935828877,0.3422459893048128,0.2620320855614973
MMA022,2018-07-05,2018,186,949,R09,MMA,M,100,BRIGHT,4,min,0,0,50,0,NA,0,15,35,0,0,0,15,81,104,65,300,0,0,0,0,0.07653061224489796,0.17857142857142858,0,0,0.413265306122449,0.33163265306122447
NBC019,2018-07-05,2018,186,1120,H05,NBC,M,100,BRIGHT,5,exact,0,0,0,14,NA,0,19.5,19,0,10,0,9,81.5,147,9,300,0,0,0.0915032679738562,0,0.12745098039215685,0.12418300653594772,0,0.06535947712418301,0.5326797385620915,0.058823529411764705
RGT001,2018-07-06,2018,187,NA,S03,RGT,M,100,BRIGHT,3,exact,0,0,0,0,NA,0,15,41,0,0,0,0,120,124,0,300,0,0,0,0,0.08522727272727272,0.23295454545454544,0,0,0.6818181818181818,0
RGT002,2018-07-06,2018,187,NA,F05,RGT,M,100,BRIGHT,2,min,0,0,0,0,NA,0,2,101,0,0,0,0,29,168,0,300,0,0,0,0,0.015151515151515152,0.7651515151515151,0,0,0.2196969696969697,0
RGT003,2018-07-06,2018,187,NA,H07,RGT,M,100,BRIGHT,4,exact,0,0,0,5,NA,0,7,120,0,0,0,10,99,59,10,300,0,0,0.02074688796680498,0,0.029045643153526972,0.4979253112033195,0,0,0.4107883817427386,0.04149377593360996
MMA023,2018-07-06,2018,187,810,T08,MMA,M,100,BRIGHT,6,exact,0,0,15,0,NA,0,16,17,0,123,0,17,91,21,32,300,0,0,0,0,0.05734767025089606,0.06093189964157706,0,0.44086021505376344,0.32616487455197135,0.11469534050179211
NBC021,2018-07-07,2018,188,1116,T09,NBC,M,0,DULL,1,min,0,0,1,0,NA,0,22,122,0,0,1,0,42,112,2,300,0,0,0,0,0.11702127659574468,0.648936170212766,0,0,0.22340425531914893,0.010638297872340425
RGT004,2018-07-07,2018,188,NA,K06,RGT,M,0,DULL,1,exact,0,0,0,0,NA,0,0,146,0,3,0,0,0,151,0,300,0,0,0,0,0,0.9798657718120806,0,0.020134228187919462,0,0
MMA024,2018-07-08,2018,189,NA,W02,MMA,M,100,BRIGHT,2,exact,0,0,1,0,NA,0,10,72,0,8,0,20,29,160,21,300,0,0,0,0,0.07142857142857142,0.5142857142857142,0,0.05714285714285714,0.20714285714285716,0.15
MMA025,2018-07-08,2018,189,928,W02,MMA,M,100,BRIGHT,2,exact,0,0,3,0,NA,0,10,66,0,8,0,14,33,166,17,300,0,0,0,0,0.07462686567164178,0.4925373134328358,0,0.05970149253731343,0.2462686567164179,0.12686567164179105
MMA026,2018-07-08,2018,189,1235,L05,MMA,M,0,DULL,2,exact,0,0,2,0,NA,0,8,51,0,4,0,0,128,107,2,300,0,0,0,0,0.04145077720207254,0.26424870466321243,0,0.02072538860103627,0.6632124352331606,0.010362694300518135
RGT005,2018-07-11,2018,192,NA,T08,RGT,M,100,BRIGHT,6,exact,0,0,0,0,NA,0,14,131,0,0,0,2,56,97,2,300,0,0,0,0,0.06896551724137931,0.645320197044335,0,0,0.27586206896551724,0.009852216748768473
RGT006,2018-07-13,2018,194,NA,U09,RGT,M,65,MOULT,2,exact,0,0,0,0,NA,0,0,211,0,17,0,0,35,37,0,300,0,0,0,0,0,0.8022813688212928,0,0.06463878326996197,0.13307984790874525,0
RGT007,2018-07-13,2018,194,NA,X01,RGT,M,0,DULL,2,exact,0,0,0,0,NA,0,3,205,0,0,4,0,9,79,4,300,0,0,0,0,0.013574660633484163,0.9276018099547512,0,0,0.04072398190045249,0.01809954751131222
RGT008,2018-07-13,2018,194,NA,X01,RGT,M,0,DULL,2,exact,0,0,0,0,NA,0,7,224,0,0,21,4,30,14,25,300,0,0,0,0,0.024475524475524476,0.7832167832167832,0,0,0.1048951048951049,0.08741258741258741
RGT009,2018-07-13,2018,194,NA,I01,RGT,M,0,DULL,2,exact,0,0,0,0,NA,0,16,161,0,0,0,0,47,76,0,300,0,0,0,0,0.07142857142857142,0.71875,0,0,0.20982142857142858,0
RGT010,2018-07-13,2018,194,NA,I01,RGT,M,0,DULL,2,exact,0,0,0,0,NA,0,26,64,0,0,0,2,136,72,2,300,0,0,0,0,0.11403508771929824,0.2807017543859649,0,0,0.5964912280701754,0.008771929824561403
NBC027,2018-07-14,2018,195,1224,X01,NBC,M,0,DULL,2,exact,0,7,0,0,NA,0,21,76,0,32,0,0,33,131,0,300,0,0.04142011834319527,0,0,0.1242603550295858,0.44970414201183434,0,0.1893491124260355,0.1952662721893491,0
RGT011,2018-07-14,2018,195,NA,N06,RGT,M,0,DULL,1,exact,0,0,0,0,NA,0,9,100,0,27,9,0,49,106,9,300,0,0,0,0,0.04639175257731959,0.5154639175257731,0,0.13917525773195877,0.25257731958762886,0.04639175257731959
NBC029,2018-07-15,2018,196,727,T03,NBC,M,0,DULL,1,exact,0,0,0,0,NA,0,6,76,0,0,0,0,113,105,0,300,0,0,0,0,0.03076923076923077,0.38974358974358975,0,0,0.5794871794871795,0
NBC030,2018-07-16,2018,197,912,B10,NBC,M,50,MOULT,3,exact,0,0,0,0,NA,0,9,111,0,6,7,0,60,107,7,300,0,0,0,0,0.046632124352331605,0.5751295336787565,0,0.031088082901554404,0.31088082901554404,0.03626943005181347
MMA028,2018-07-17,2018,198,819,O08,MMA,M,100,BRIGHT,2,min,0,0,0,0,NA,0,8,47,0,131,0,2,51,61,2,300,0,0,0,0,0.03347280334728033,0.19665271966527198,0,0.5481171548117155,0.21338912133891214,0.008368200836820083
NBC032,2018-07-17,2018,198,955,J10,NBC,M,0,DULL,1,exact,0,0,2,0,NA,0,2,99,0,24,0,0,70,103,2,300,0,0,0,0,0.01015228426395939,0.5025380710659898,0,0.1218274111675127,0.3553299492385787,0.01015228426395939
RGT012,2018-07-17,2018,198,NA,I01,RGT,M,0,DULL,2,exact,0,0,0,0,NA,0,3,79,0,23,0,0,166,29,0,300,0,0,0,0,0.01107011070110701,0.2915129151291513,0,0.08487084870848709,0.6125461254612546,0
NBC033,2018-07-17,2018,198,1059,H03,NBC,M,0,DULL,1,exact,0,0,0,0,NA,0,17,91,0,9,0,0,37.5,145.5,0,300,0,0,0,0,0.11003236245954692,0.5889967637540453,0,0.05825242718446602,0.24271844660194175,0
MMA030,2018-07-20,2018,201,1200,F05,MMA,M,100,BRIGHT,2,min,0,0,0,0,NA,0,11,43,0,2,0,0,99,145,0,300,0,0,0,0,0.07096774193548387,0.27741935483870966,0,0.012903225806451613,0.6387096774193548,0
NBC036,2018-07-20,2018,201,1025,H07,NBC,M,100,BRIGHT,4,exact,0,0,0,0,NA,0,9,159,0,0,0,0,40,92,0,300,0,0,0,0,0.04326923076923077,0.7644230769230769,0,0,0.19230769230769232,0
NBC038,2018-07-20,2018,201,758,F01,NBC,M,100,BRIGHT,4,exact,0,0,0,0,NA,0,9,207,0,10,0,0,6,68,0,300,0,0,0,0,0.03879310344827586,0.8922413793103449,0,0.04310344827586207,0.02586206896551724,0
NBC039,2018-07-20,2018,201,830,W10,NBC,M,15,DULL,2,exact,0,0,18,0,NA,0,7.5,103,0,0,0,0,25,146.5,18,300,0,0,0,0,0.048859934853420196,0.6710097719869706,0,0,0.16286644951140064,0.11726384364820847
